total_quantity,business_quantity,personal_quantity,request_type,total_time
11,5,6,debt,40.58
35,10,25,payment,95.42
22,6,16,debt,86.42
151,147,4,payment,428.24
131,44,87,debt,257.88
67,38,29,debt,190.63
45,4,41,existence,58.71
11,11,0,existence,34.36
83,38,45,debt,207.72
5,2,3,payment,32.1
108,58,50,debt,321.93
89,34,55,existence,157.82
72,31,41,payment,147.57
54,18,36,existence,125.89
112,105,7,debt,349.71
142,45,97,existence,242.32
55,28,27,payment,181.97
94,73,21,existence,297.42
18,4,14,existence,39.23
130,19,111,existence,327.54
42,39,3,debt,140.26
66,25,41,existence,132.25
148,47,101,payment,412.93
87,77,10,payment,278.71
136,43,93,debt,233.48
35,15,20,payment,97.89
138,23,115,payment,341.35
16,6,10,payment,42.62
14,12,2,debt,67.84
108,6,102,payment,259.66
42,40,2,debt,114.43
150,39,111,existence,203.53
103,13,90,payment,263.35
22,15,7,existence,61.46
150,13,137,payment,257.25
139,13,126,debt,186.18
77,12,65,existence,130.08
35,27,8,payment,100.4
124,17,107,existence,274.23
58,46,12,payment,138.39
127,110,17,payment,397.37
76,23,53,debt,134.59
136,54,82,payment,299.54
120,14,106,payment,193.13
31,3,28,payment,50.94
42,17,25,payment,121.91
70,57,13,payment,191.58
72,38,34,existence,202.5
63,15,48,payment,128.75
16,11,5,existence,47.19
30,26,4,existence,93.64
132,17,115,payment,228.56
125,119,6,existence,374.08
129,64,65,payment,288.04
107,97,10,payment,290.93
33,32,1,payment,107.68
106,36,70,debt,268.94
60,54,6,existence,184.8
106,57,49,existence,246.71
111,36,75,debt,248.87
133,17,116,debt,209.74
151,85,66,existence,393.39
115,110,5,existence,306.69
5,2,3,payment,28.48
133,14,119,existence,318.53
110,21,89,debt,284.35
5,3,2,payment,24.34
31,5,26,debt,86.19
40,30,10,payment,139
95,28,67,existence,189.9
104,22,82,payment,200.55
17,12,5,existence,49.91
99,85,14,payment,327.57
106,21,85,debt,299.46
126,94,32,payment,307.76
42,3,39,debt,111.77
10,2,8,debt,39.66
152,83,69,existence,332.72
6,6,0,existence,14.1
15,7,8,existence,31.15
96,54,42,payment,220.48
51,34,17,payment,115.28
66,31,35,existence,109.61
10,7,3,debt,49.67
127,23,104,debt,301.52
26,7,19,existence,65.06
31,19,12,payment,122.09
63,11,52,existence,95.57
129,28,101,debt,305.63
62,25,37,payment,180.86
109,29,80,existence,163.99
45,43,2,existence,140.85
110,32,78,existence,254.92
105,29,76,existence,171.14
57,4,53,debt,142.96
126,9,117,payment,168.22
72,8,64,debt,200.06
142,116,26,payment,384.08
2,2,0,debt,13.2
44,29,15,payment,120.73
3,3,0,payment,15.56
66,9,57,payment,189.61
10,10,0,existence,32.4
57,6,51,existence,87.72
79,31,48,existence,203.39
11,3,8,debt,39.49
132,2,130,debt,276.41
7,2,5,debt,34.43
121,51,70,existence,301.97
92,62,30,existence,238.83
134,7,127,payment,316.64
20,18,2,debt,87.77
79,72,7,payment,212.72
64,44,20,debt,152.54
142,59,83,existence,400.53
51,37,14,existence,133
16,4,12,existence,34.32
112,98,14,existence,379.41
130,94,36,debt,451.38
90,26,64,payment,229.59
92,74,18,existence,263.45
19,12,7,debt,74.66
34,26,8,payment,79.16
157,66,91,payment,307.34
107,68,39,debt,305.75
10,7,3,payment,29.51
146,130,16,payment,381.62
105,29,76,payment,174.12
19,11,8,payment,68.97
66,8,58,payment,162.8
54,11,43,debt,156.87
4,3,1,payment,23.8
52,6,46,existence,109.39
29,19,10,existence,56.17
117,84,33,existence,359.74
16,1,15,existence,21.14
60,43,17,payment,199.22
71,44,27,debt,159.69
64,25,39,debt,195.97
90,64,26,existence,269.69
144,31,113,payment,284.06
3,2,1,existence,6.04
48,19,29,existence,79.27
63,48,15,debt,170.46
125,105,20,debt,434.32
28,2,26,payment,58.89
10,8,2,debt,42.15
99,3,96,debt,247.57
126,113,13,debt,366
31,11,20,existence,85.11
14,4,10,debt,52.96
101,67,34,existence,332.15
68,53,15,existence,228.23
131,119,12,payment,378.6
81,46,35,payment,239.11
61,33,28,debt,199.99
94,85,9,debt,210.39
16,1,15,payment,42.43
23,20,3,debt,67.01
125,92,33,payment,371.41
5,2,3,existence,10.53
44,12,32,existence,119.36
77,40,37,existence,151.31
152,51,101,debt,274.35
119,79,40,payment,285.64
18,12,6,debt,72.83
14,7,7,debt,35.69
42,21,21,debt,117.81
128,27,101,payment,193.71
142,122,20,existence,282.51
29,24,5,payment,91.41
153,133,20,existence,398.22
73,50,23,existence,198.6
5,4,1,existence,11.27
82,1,81,payment,148.09
83,76,7,debt,252.29
69,3,66,payment,101.72
138,29,109,debt,229.74
154,62,92,payment,352.66
109,73,36,payment,295.68
10,3,7,existence,25.43
140,99,41,payment,358.68
39,11,28,existence,96.88
114,72,42,payment,230.17
46,14,32,debt,128.16
104,94,10,payment,281.95
18,3,15,payment,48.75
26,2,24,existence,40
45,24,21,debt,85.38
43,32,11,payment,121.64
6,1,5,payment,27.61
144,134,10,existence,356.24
143,36,107,existence,227.67
51,36,15,debt,178.28
51,48,3,debt,196.59
122,106,16,debt,393.76
155,5,150,payment,333.74
87,24,63,existence,189.05
73,24,49,payment,162.61
142,106,36,debt,406.72
47,22,25,payment,138.11
10,8,2,payment,43.34
55,21,34,payment,148.18
10,7,3,payment,36.97
17,8,9,existence,42.1
46,34,12,debt,141.13
145,94,51,debt,296.73
145,137,8,payment,406.26
118,31,87,debt,243.99
6,5,1,payment,28.14
4,4,0,existence,13.74
117,3,114,debt,295.51
120,98,22,debt,252.9
143,53,90,debt,254.2
23,21,2,debt,75.77
55,44,11,debt,129.81
9,1,8,existence,20.47
86,78,8,existence,322.61
56,47,9,existence,173.95
69,57,12,existence,181.29
23,4,19,existence,61.05
92,74,18,existence,298.06
58,48,10,payment,200.9
139,33,106,existence,233.93
57,37,20,debt,149.28
56,27,29,existence,134.79
71,68,3,payment,258.59
3,3,0,debt,33.63
49,45,4,existence,123.34
92,75,17,payment,237.89
13,6,7,existence,25.16
55,9,46,existence,82.68
148,113,35,debt,370.15
34,20,14,debt,109.05
65,42,23,debt,137.52
82,82,0,debt,218.9
154,23,131,payment,340.52
93,29,64,debt,205.74
2,2,0,existence,4.64
18,2,16,debt,50.86
155,77,78,payment,299.71
119,79,40,debt,253.3
121,61,60,existence,228.11
82,57,25,debt,193.52
29,9,20,payment,95.47
40,20,20,existence,88.67
57,17,40,payment,170.42
71,53,18,debt,182.99
108,48,60,payment,291.13
126,76,50,debt,335.45
147,131,16,payment,519.84
45,9,36,existence,67.03
117,92,25,existence,318.34
108,96,12,debt,315.44
40,27,13,payment,136.23
87,26,61,debt,162.02
47,28,19,payment,100.91
107,3,104,debt,227.28
26,2,24,debt,56.68
15,9,6,payment,51.33
54,24,30,existence,109.14
84,65,19,payment,239.86
115,3,112,debt,234.58
58,54,4,payment,192.4
151,61,90,debt,303.21
110,29,81,payment,236.83
115,31,84,existence,229.73
69,15,54,payment,165.03
87,56,31,debt,177.94
98,92,6,payment,238.58
23,5,18,debt,69.12
124,31,93,payment,295.24
31,30,1,payment,124.99
89,52,37,payment,217.52
70,37,33,existence,139.73
119,19,100,payment,201.81
42,38,4,existence,109.67
151,30,121,existence,325.45
71,9,62,debt,177.58
45,22,23,existence,125.95
6,6,0,existence,19.98
116,96,20,payment,247.53
10,8,2,existence,29.51
55,35,20,existence,124.01
99,66,33,debt,229.97
48,40,8,existence,103.6
39,11,28,existence,80.4
39,36,3,payment,112.36
49,41,8,existence,112.79
59,34,25,debt,123.41
55,17,38,existence,102.2
90,10,80,payment,151.1
99,15,84,debt,141.22
49,27,22,debt,146.42
62,35,27,debt,162.81
155,144,11,payment,385.01
81,50,31,debt,171.78
26,16,10,debt,63.26
65,2,63,payment,168.99
51,42,9,debt,120.71
111,97,14,debt,373.32
70,5,65,existence,147.96
125,57,68,existence,211.03
27,23,4,debt,110.53
117,105,12,existence,331.14
3,2,1,payment,16.58
52,32,20,debt,149.81
52,32,20,payment,163.91
91,35,56,existence,215.43
50,41,9,payment,123.2
141,7,134,debt,264.23
86,20,66,existence,139.12
152,141,11,debt,602.92
67,20,47,debt,159.57
108,78,30,debt,384.29
70,63,7,debt,236.2
149,140,9,existence,477.55
113,48,65,payment,312.21
58,24,34,payment,146.17
76,67,9,payment,250.86
119,57,62,debt,284.16
74,41,33,debt,185.45
112,80,32,existence,339.14
76,33,43,payment,148.99
8,4,4,payment,35.27
62,34,28,debt,179.01
35,18,17,payment,105.82
57,41,16,payment,151.59
86,32,54,debt,255.83
81,2,79,payment,155.82
35,22,13,payment,82.93
114,50,64,existence,276.41
54,12,42,payment,130.94
69,26,43,payment,138.73
22,22,0,debt,98.88
90,2,88,debt,140.73
3,3,0,debt,26.75
148,104,44,debt,470.87
30,6,24,payment,50.63
23,7,16,existence,54.2
26,10,16,debt,95.62
131,104,27,payment,260.81
100,5,95,existence,247.45
72,13,59,existence,134.77
105,35,70,existence,198.73
5,4,1,existence,10.6
136,71,65,debt,420.81
127,89,38,payment,284.85
23,1,22,payment,61.62
145,2,143,existence,348.52
87,24,63,debt,199.84
125,111,14,payment,385.94
136,72,64,debt,295.21
117,53,64,debt,221.38
2,1,1,payment,20.82
57,25,32,existence,164.38
154,104,50,debt,441.24
9,4,5,existence,19.66
56,34,22,existence,102.65
14,2,12,payment,36.94
150,123,27,payment,307.74
39,1,38,existence,71.09
132,75,57,debt,273.32
82,11,71,existence,167.17
116,50,66,payment,346.49
79,32,47,debt,165.32
62,13,49,debt,156.05
27,6,21,existence,58.79
74,72,2,existence,222.94
52,12,40,debt,144.11
35,27,8,debt,122.67
77,1,76,debt,123.99
49,41,8,existence,144.83
27,9,18,debt,67.23
64,55,9,debt,222.42
33,7,26,debt,82.1
54,9,45,existence,98.55
115,4,111,payment,209.84
152,33,119,payment,315.08
144,117,27,debt,412.44
70,8,62,debt,185.58
104,29,75,existence,280.41
139,61,78,payment,236.59
2,1,1,existence,4.69
100,46,54,payment,184.47
139,8,131,existence,333.59
37,14,23,debt,102.94
14,7,7,debt,56.27
48,33,15,existence,136.37
69,49,20,payment,211.15
130,70,60,payment,375.67
3,1,2,debt,20
93,19,74,payment,136.08
21,14,7,debt,79.28
120,77,43,payment,270.2
91,20,71,debt,260.65
9,8,1,existence,30.67
95,61,34,existence,178.51
108,31,77,payment,223.21
152,110,42,existence,477.15
51,51,0,payment,169.74
103,60,43,payment,202.41
157,127,30,payment,439.12
83,50,33,debt,240.6
123,15,108,debt,238.61
60,9,51,existence,114.78
107,52,55,payment,225.8
115,83,32,payment,343.5
35,13,22,debt,101.83
83,41,42,existence,244.1
30,3,27,existence,68.44
82,77,5,existence,217.02
19,15,4,payment,50.31
148,145,3,payment,435.46
41,40,1,debt,115.88
84,67,17,existence,219.43
109,109,0,debt,423.15
37,13,24,existence,77.66
40,20,20,existence,85.91
151,70,81,payment,241.91
91,89,2,existence,200.56
130,102,28,payment,390.43
144,47,97,existence,262.87
118,36,82,existence,281.08
134,74,60,debt,288.97
72,72,0,existence,217.49
87,53,34,existence,202.01
44,9,35,payment,72.49
61,51,10,existence,216.13
134,90,44,existence,403.44
85,52,33,existence,224.24
49,12,37,payment,134.74
151,125,26,debt,562.22
76,10,66,debt,197.41
42,37,5,debt,130.64
101,96,5,existence,238.01
87,76,11,payment,276.15
73,26,47,payment,220.39
131,84,47,debt,289.95
127,30,97,debt,341.54
82,67,15,debt,178.55
107,57,50,payment,305.65
77,68,9,existence,249.01
84,79,5,existence,258.65
133,132,1,payment,378.26
118,17,101,existence,169.29
108,34,74,debt,251.88
93,71,22,existence,200.33
119,66,53,payment,253.4
57,18,39,debt,151.82
36,7,29,existence,62.49
15,10,5,payment,40.08
128,11,117,existence,154.3
60,24,36,payment,101.84
15,12,3,existence,54.99
10,5,5,existence,20.82
85,21,64,existence,151.07
120,58,62,debt,301.84
115,40,75,debt,316.57
67,36,31,payment,169.25
52,16,36,debt,134.14
40,23,17,debt,104.18
152,66,86,existence,278.19
126,26,100,debt,347.05
125,115,10,existence,312.23
87,51,36,debt,282.47
110,58,52,existence,176.62
114,95,19,payment,248.7
42,11,31,debt,111.53
124,64,60,existence,262.14
57,52,5,existence,141.83
64,21,43,payment,134.88
37,6,31,debt,77.4
10,2,8,payment,33.15
25,2,23,debt,81.8
156,153,3,existence,447.02
106,83,23,debt,359.55
49,11,38,payment,99.25
151,134,17,debt,521.93
14,11,3,payment,48.73
38,12,26,existence,99.43
150,54,96,debt,393.08
140,5,135,debt,318.97
98,42,56,debt,235.68
153,97,56,existence,356.06
25,14,11,payment,71.76
22,8,14,payment,67.84
1,1,0,payment,11.31
13,6,7,existence,25.64
12,11,1,payment,45.8
72,30,42,payment,156.18
97,58,39,existence,279.05
37,29,8,payment,109.19
155,38,117,payment,324.79
156,92,64,debt,472.85
24,6,18,payment,67.52
128,55,73,existence,361.94
64,7,57,existence,145.06
103,20,83,debt,273.66
64,36,28,debt,153.58
99,81,18,existence,271.32
42,23,19,payment,113.09
13,1,12,debt,54.78
61,16,45,payment,116.94
117,73,44,existence,319.23
75,62,13,payment,175.2
126,98,28,payment,319.08
14,6,8,existence,37.76
88,47,41,debt,209.9
88,18,70,debt,253.34
31,22,9,debt,78.77
145,81,64,payment,244.38
26,16,10,existence,61.03
104,6,98,existence,134.76
95,73,22,payment,263.54
134,54,80,payment,205.34
22,3,19,payment,57.74
157,138,19,debt,567.07
85,45,40,payment,222.09
82,26,56,payment,219.08
118,14,104,existence,225.21
146,133,13,existence,442.6
68,25,43,debt,195.96
97,19,78,debt,248.65
1,1,0,debt,17.74
84,67,17,existence,258.1
110,83,27,existence,354.58
20,15,5,payment,59.52
103,6,97,payment,153.85
58,5,53,payment,99.62
109,86,23,debt,296.22
53,22,31,existence,154.56
141,75,66,existence,413.7
107,95,12,payment,293.72
31,16,15,existence,66.36
90,66,24,existence,239.13
85,80,5,payment,245.95
117,88,29,existence,372.13
87,67,20,payment,247.82
46,28,18,debt,112.47
42,19,23,payment,95.14
135,104,31,debt,411.35
143,94,49,debt,367.3
107,61,46,debt,223.6
148,71,77,existence,357.58
128,35,93,debt,222.43
55,36,19,payment,144.43
11,11,0,existence,34.18
39,1,38,existence,46.43
1,1,0,existence,3.03
152,73,79,existence,269.22
12,2,10,payment,35.86
22,6,16,existence,49.6
58,39,19,debt,203.27
118,98,20,payment,327.54
139,42,97,debt,349.79
76,62,14,existence,236.79
153,69,84,debt,271.06
19,15,4,existence,48.56
94,78,16,existence,216.11
20,12,8,existence,63.48
118,98,20,existence,310.8
98,70,28,payment,235.01
16,6,10,debt,54.55
149,46,103,existence,284.58
117,96,21,payment,422.68
4,4,0,debt,22.65
110,32,78,payment,199.48
34,8,26,payment,93.38
68,20,48,existence,145.92
134,83,51,payment,434.48
127,64,63,payment,263.44
41,22,19,debt,120.77
24,20,4,payment,63.39
39,8,31,existence,62.59
83,77,6,payment,258.68
99,1,98,debt,195.36
55,33,22,debt,197.58
125,114,11,debt,317.83
91,52,39,debt,267.92
45,25,20,debt,137.4
112,11,101,existence,265.27
91,28,63,debt,277.99
31,30,1,existence,66.09
12,8,4,debt,53.45
22,10,12,payment,73.35
18,1,17,existence,26.78
155,86,69,existence,349.35
99,34,65,payment,239.57
128,57,71,existence,210.25
1,1,0,existence,3.04
71,69,2,debt,204.99
87,79,8,debt,288.11
13,4,9,existence,18.89
69,46,23,existence,190.72
145,79,66,debt,310.09
17,1,16,debt,54.99
9,7,2,payment,36.6
24,3,21,debt,55.43
114,97,17,existence,280.57
14,11,3,existence,32.14
21,5,16,debt,68.44
15,7,8,existence,47.45
31,25,6,debt,73.76
50,28,22,existence,129.01
149,147,2,existence,537.1
56,39,17,debt,129.73
57,47,10,debt,201.08
22,22,0,payment,96.01
31,18,13,debt,102.62
62,2,60,existence,89.26
22,11,11,debt,65.59
93,38,55,existence,190.67
28,18,10,debt,110.36
42,15,27,existence,89.74
112,61,51,payment,291.27
71,18,53,existence,95.72
93,68,25,existence,249.32
43,41,2,debt,164.16
107,81,26,existence,356.54
49,14,35,payment,125.65
63,22,41,payment,152.15
13,2,11,existence,32.01
146,97,49,debt,485.58
49,21,28,existence,111.1
76,62,14,existence,270.46
24,22,2,debt,92.52
81,20,61,payment,178.41
4,1,3,existence,5.92
93,63,30,existence,185.77
7,4,3,existence,19.5
35,15,20,debt,110.54
57,16,41,payment,170.27
89,33,56,payment,166.81
4,3,1,debt,26.25
89,13,76,payment,236.99
58,8,50,payment,137.96
76,52,24,payment,224.47
44,33,11,existence,127.54
20,15,5,debt,84.26
130,43,87,existence,262.72
80,67,13,payment,264.38
127,10,117,payment,312.72
115,111,4,existence,309.25
4,3,1,existence,10.27
106,91,15,debt,362.03
81,40,41,existence,153.94
74,7,67,payment,110.61
24,1,23,payment,54.68
109,99,10,debt,379.02
19,7,12,debt,55.52
87,14,73,debt,173.43
39,23,16,debt,118.58
122,110,12,existence,370.09
146,112,34,debt,290.41
74,50,24,debt,196.26
125,74,51,existence,262.6
133,113,20,debt,484.95
6,2,4,payment,29.5
41,28,13,payment,128.08
66,40,26,payment,134.53
51,28,23,debt,137.25
109,76,33,payment,312.07
35,18,17,debt,93.05
1,1,0,debt,29.74
68,18,50,payment,164.4
156,99,57,debt,369.7
141,14,127,payment,312.26
37,5,32,payment,105.99
117,59,58,debt,327.82
74,26,48,payment,126.95
91,27,64,existence,211.8
156,141,15,payment,532.93
64,60,4,debt,146.72
64,31,33,payment,168.37
118,85,33,debt,381.04
46,7,39,existence,110.55
33,18,15,payment,96.01
122,25,97,payment,280.02
84,56,28,debt,276.09
25,17,8,payment,56.04
94,46,48,payment,189.4
120,41,79,payment,258.59
29,15,14,payment,57.53
63,57,6,payment,188.08
86,76,10,debt,238.48
109,73,36,payment,329.99
55,42,13,payment,121.53
140,113,27,payment,413.19
137,136,1,debt,403.35
154,96,58,existence,472.54
30,29,1,debt,99.06
93,16,77,existence,211.45
46,43,3,debt,160.89
54,45,9,debt,199.57
25,22,3,payment,99.18
101,76,25,debt,284.49
109,60,49,debt,218.03
7,6,1,debt,36.29
129,89,40,payment,327.81
46,43,3,debt,183.4
130,119,11,debt,351.44
119,78,41,debt,333.65
135,2,133,payment,294.48
113,2,111,payment,191.06
87,40,47,debt,226.97
54,35,19,debt,117.97
63,7,56,payment,178.54
101,94,7,debt,267.2
49,3,46,existence,64.93
50,40,10,payment,170.48
102,41,61,payment,289.33
108,74,34,existence,221.56
157,86,71,debt,422.13
29,14,15,existence,60.51
7,3,4,payment,22.41
92,65,27,payment,275.92
133,93,40,payment,274.93
46,33,13,payment,90.06
25,16,9,existence,64.2
85,10,75,debt,151.35
30,28,2,payment,74.84
7,1,6,payment,25.16
100,15,85,existence,235.49
87,44,43,debt,248.75
46,8,38,payment,107.58
6,6,0,existence,18.14
135,54,81,existence,199.4
12,2,10,debt,38.38
152,96,56,existence,495.2
69,51,18,payment,130.18
127,113,14,debt,422.32
107,24,83,payment,264.81
66,26,40,payment,121.43
51,14,37,existence,131.41
66,55,11,existence,189.06
45,35,10,debt,96.27
121,9,112,debt,170.44
82,18,64,existence,154.47
73,38,35,debt,162.37
151,135,16,existence,299.48
114,54,60,debt,212.62
5,1,4,existence,8.69
15,1,14,debt,36.48
26,3,23,existence,46.65
1,1,0,existence,3.29
44,29,15,debt,125.52
129,48,81,payment,281.81
75,34,41,payment,150.85
137,32,105,payment,293.26
155,140,15,debt,456.82
21,4,17,existence,48.52
146,85,61,debt,363.1
30,23,7,debt,107.66
10,3,7,existence,26.76
59,31,28,debt,196.08
114,74,40,existence,279.42
77,49,28,existence,172.45
103,83,20,existence,253.11
127,87,40,payment,321.82
98,1,97,existence,173.81
38,13,25,existence,104.4
102,58,44,existence,231.07
2,1,1,debt,20.67
37,21,16,existence,72.1
83,65,18,debt,236.32
5,1,4,debt,28.27
89,79,10,payment,272.04
78,17,61,payment,199.82
48,8,40,payment,116.48
18,7,11,debt,66.35
54,27,27,debt,183.58
100,49,51,payment,272.62
12,12,0,payment,37.32
21,15,6,debt,65.96
54,28,26,debt,138.6
62,47,15,payment,200.15
128,10,118,debt,291.72
111,14,97,debt,213.93
53,16,37,debt,106.18
69,25,44,debt,205.63
103,86,17,debt,398.35
